company_id,company,industry,public_strength,hypothesis_id,question,baseline_metric,unit,observed_value,measurement_plan,formula,secondary_measurements,possible_contribution,acceptance_boundary,sources,status
margaret-ray-interiors,Margaret Ray Interiors,Professional Services,"The studio publicly emphasizes inclusive design and sensory preferences, offering a clear basis for client-centered design briefs.",margaret-ray-interiors-h2,"Could product substitutions change an important lighting, material, or dimensional requirement?",Unreviewed specification differences in substitutions,differences per proposed substitution,UNKNOWN,Compare existing substitutions with the designer's approved specification using the same product documents.,,,A source-linked specification comparison that flags missing dimensions and changed attributes.,Designer verifies suitability; no automatic procurement or claims of sensory or clinical benefit.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-margaret-ray-interiors | https://margaretrayinteriors.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
margaret-ray-interiors,Margaret Ray Interiors,Professional Services,"The studio publicly emphasizes inclusive design and sensory preferences, offering a clear basis for client-centered design briefs.",margaret-ray-interiors-h3,"Could drawings, procurement lists, and client approvals refer to different revisions?",Revision mismatches at an approval checkpoint,mismatches per project checkpoint,UNKNOWN,Check a bounded set of approved project artifacts against a designer-selected revision register.,,,A revision register and document-difference summary that surfaces conflicting versions.,Keep final design and purchasing authority with the designer and client.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-margaret-ray-interiors | https://margaretrayinteriors.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
moneybot,MoneyBot,Education,"MoneyBot publicly combines short financial-literacy lessons, practice activities, and teacher-facing class tools.",moneybot-h1,Could a lesson or quiz change leave its standard mapping or answer explanation out of sync?,Curriculum items with unresolved mapping or answer-key discrepancies,items per reviewed module,UNKNOWN,"Educators compare a frozen module against the approved curriculum, rubric, and deterministic answer key.",,,A versioned curriculum checker that flags changed dependencies and cites the relevant source material.,Educators validate mappings; no claim of standards compliance or learning efficacy from this review.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-moneybot | https://getmoneybot.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
moneybot,MoneyBot,Education,"MoneyBot publicly combines short financial-literacy lessons, practice activities, and teacher-facing class tools.",moneybot-h2,Could AI-guided money examples produce inconsistent arithmetic or omit necessary assumptions?,Incorrect or assumption-incomplete responses on synthetic exercises,responses per fixed exercise set,UNKNOWN,Run the same teacher-approved fictional budgeting exercises through the existing workflow and score against exact answers.,,,A deterministic arithmetic checker and assumptions checklist around draft educational explanations.,"Use fictional examples only; no personalized financial, investment, or credit advice.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-moneybot | https://getmoneybot.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
moneybot,MoneyBot,Education,"MoneyBot publicly combines short financial-literacy lessons, practice activities, and teacher-facing class tools.",moneybot-h3,Could teacher summaries confuse missing activity data with low completion or understanding?,Summary claims unsupported by available activity events,claims per reviewed class summary,UNKNOWN,Compare synthetic class-event logs with existing summaries; track missing-data handling and rubric errors separately.,,,A source-linked class summary that explicitly distinguishes missing records from observed activity.,No autonomous grading or student ranking; use deidentified or synthetic data under educator control.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-moneybot | https://getmoneybot.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
music-utility-network-mun-a-venture-of-the-last-company,Music Utility Network (MUN),Entertainment,The roster describes self-service music agreement workflows across several industry use cases.,music-utility-network-mun-a-venture-of-the-last-company-h1,Could users choose an agreement workflow before the relevant transaction facts are clear?,Intake cases requiring manual reclassification,cases per reviewed intake set,UNKNOWN,Use fictional scenarios labeled by an authorized contract professional and score the current intake flow.,,,A factual intake checklist that presents candidate workflow categories and asks for missing information.,No legal advice or determination that an agreement is suitable; authorized professional approves.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-music-utility-network-mun-a-venture-of-the-last-company | https://munglobal.netlify.app/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
music-utility-network-mun-a-venture-of-the-last-company,Music Utility Network (MUN),Entertainment,The roster describes self-service music agreement workflows across several industry use cases.,music-utility-network-mun-a-venture-of-the-last-company-h2,Could missing fields or obsolete template versions be overlooked before review?,Incomplete or outdated drafts reaching professional review,drafts per review batch,UNKNOWN,"Inspect a fixed synthetic set for required fields, version identifiers, and conflicting names or dates.",,,A deterministic template completeness checker with source-linked explanations of flagged fields.,"Do not assess fairness, enforceability, ownership, or legal compliance; no signing or submission.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-music-utility-network-mun-a-venture-of-the-last-company | https://munglobal.netlify.app/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
music-utility-network-mun-a-venture-of-the-last-company,Music Utility Network (MUN),Entertainment,The roster describes self-service music agreement workflows across several industry use cases.,music-utility-network-mun-a-venture-of-the-last-company-h3,Could contributors have difficulty seeing which documents or approvals remain outstanding?,Status discrepancies between the checklist and source documents,discrepancies per project review,UNKNOWN,Reconcile a fictional rights-document packet with the current administrative status tracker.,,,A read-only document-status table that links each status to a dated receipt or marks it unknown.,Never infer rights clearance from missing evidence; no outreach or contractual action.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-music-utility-network-mun-a-venture-of-the-last-company | https://munglobal.netlify.app/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
obviecare,Obviecare,Healthcare,The roster centers Obviecare on collaboration between referral professionals and senior living communities.,obviecare-h1,Could administrative referral packets arrive with missing nonclinical fields or unclear ownership?,Missing required administrative fields at handoff,fields per synthetic referral packet,UNKNOWN,Staff define the administrative checklist and score a fixed deidentified or synthetic sample without clinical inference.,,,A completeness checker that names missing fields and the responsible review role.,"No clinical triage, diagnosis, placement selection, or exposure of patient data to unapproved tools.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-obviecare | https://www.obviecare.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
obviecare,Obviecare,Healthcare,The roster centers Obviecare on collaboration between referral professionals and senior living communities.,obviecare-h2,Could community availability records be difficult to assess because their timestamps are unclear?,Availability entries without an interpretable update timestamp,entries per snapshot,UNKNOWN,"Review an authorized availability snapshot for source, update time, and owner-defined expiry rules.",,,A freshness view that marks stale or unknown entries and drafts an internal verification task.,Do not infer bed availability or suitability; staff verifies directly before any decision.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-obviecare | https://www.obviecare.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
obviecare,Obviecare,Healthcare,The roster centers Obviecare on collaboration between referral professionals and senior living communities.,obviecare-h3,Could a referral handoff lack a clear acknowledgement or next administrative owner?,Handoffs without a documented acknowledgement,handoffs per reviewed sample,UNKNOWN,"Compare authorized handoff events with recorded acknowledgements, keeping unresolved cases visible.",,,A read-only status tracker with missing-acknowledgement flags and source links.,Human coordinators retain decisions and communications; no autonomous patient contact.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-obviecare | https://www.obviecare.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
paragon-parcels,Paragon Parcels,Real Estate,Paragon Parcels describes commercial-property sourcing and acquisition analysis using appraisal-oriented market research. Its public cohort description also mentions investor syndications.,paragon-parcels-h1,Could preparing a property research packet take less time while preserving traceable source dates?,Time to prepare a source-complete property packet,minutes/property,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",total preparation and source-verification minutes / accepted packets,,"A public-source research checklist and document index for parcel facts, comparable data, and dated assumptions; AI drafts a summary with citations.",Do not present an automated value as an appraisal; retain conflicting records and licensed-data restrictions.,https://ec.co/takeoff-fall-2026-accelerator-cohort/ | https://paragonparcels.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
paragon-parcels,Paragon Parcels,Real Estate,Paragon Parcels describes commercial-property sourcing and acquisition analysis using appraisal-oriented market research. Its public cohort description also mentions investor syndications.,paragon-parcels-h2,Would explicit units and assumption versions reduce spreadsheet review corrections?,"Material formula, unit, or assumption corrections found in a review",corrections/model,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",reviewer-confirmed corrections / reviewed models,,"A read-only spreadsheet intake checklist that records units, periods, source dates, debt assumptions, and scenario labels before human review.","No automatic purchase, investment advice, syndication solicitation, or claimed return; a qualified owner reviews the full model.",https://ec.co/takeoff-fall-2026-accelerator-cohort/ | https://paragonparcels.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
paragon-parcels,Paragon Parcels,Real Estate,Paragon Parcels describes commercial-property sourcing and acquisition analysis using appraisal-oriented market research. Its public cohort description also mentions investor syndications.,paragon-parcels-h3,Could due-diligence requests be closed with fewer searches across document versions?,Time to locate the current evidence for a due-diligence request,minutes/request,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",total retrieval and verification minutes / completed requests,,"A local diligence index with document version, requested item, accountable owner, and status; draft missing-item reminders for review.",Do not distribute investor information or private documents; unresolved legal and transaction questions remain with the responsible professional.,https://ec.co/takeoff-fall-2026-accelerator-cohort/ | https://paragonparcels.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
petrarch-strategy,Petrarch Strategy,Healthcare,"Petrarch Strategy specializes in B2B healthcare marketing and go-to-market work. Its existing services include commercial assessment, buying-group research, sales enablement, and measurement systems owned by clients.",petrarch-strategy-h1,Could research evidence be reused across an engagement without losing its source or context?,Time to assemble a source-checked buying-group brief,minutes/brief,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.","total research, drafting, and source-review minutes / accepted briefs",,Index owner-approved public research and redacted interview notes; draft a brief with a source reference beside each factual statement.,Keep contradictory evidence and distinguish source facts from interpretation; no invented interviews or buying roles.,https://www.petrarchstrategy.com/ | https://www.petrarchstrategy.com/services | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
petrarch-strategy,Petrarch Strategy,Healthcare,"Petrarch Strategy specializes in B2B healthcare marketing and go-to-market work. Its existing services include commercial assessment, buying-group research, sales enablement, and measurement systems owned by clients.",petrarch-strategy-h2,Do differing client funnel definitions make reporting unnecessarily slow to reconcile?,Reporting records needing manual definition reconciliation,percent of records,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",100 * records with unresolved stage or metric mapping / sampled records,,A client-owned metric dictionary and CSV mapping validator that flags incompatible definitions before a report is generated.,"Do not manufacture attribution, substitute proxy activity for revenue, or silently merge unlike stages.",https://www.petrarchstrategy.com/ | https://www.petrarchstrategy.com/services | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
petrarch-strategy,Petrarch Strategy,Healthcare,"Petrarch Strategy specializes in B2B healthcare marketing and go-to-market work. Its existing services include commercial assessment, buying-group research, sales enablement, and measurement systems owned by clients.",petrarch-strategy-h3,Could a client operate delivered marketing systems with fewer clarification requests after handoff?,Client support contacts during the first agreed handoff period,contacts/accepted handoff,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",relevant support contacts / accepted handoffs within a fixed owner-selected period,,"Generate a draft operating guide and acceptance checklist from the actual configuration and approved decisions, with links to client-owned assets.","Client validates access, ownership, and task completion; no claim of autonomous readiness until a real handoff test passes.",https://www.petrarchstrategy.com/ | https://www.petrarchstrategy.com/services | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
proworx-blackhawk-catalyst-technology-consulting-llc,ProWorx,IT / Technology,"ProWorx connects requests, estimates, scheduling, job work, payments, and reviews for owner-operators and small service teams. Its existing strength is a simple end-to-end operating workflow with onboarding support.",proworx-blackhawk-catalyst-technology-consulting-llc-h1,Could first-job setup become faster without increasing configuration mistakes?,Time to first correctly configured job among completed onboarding attempts,minutes,UNKNOWN,"Freeze all eligible onboarding starts and cutoff. Report completed, failed, abandoned and unresolved counts and rates for the same cohort; latency is conditional on completed attempts. Retain unresolved age and zero-completion cases.",median(first_job_ready_at - onboarding_started_at),"Onboarding attempts completed within the owner-agreed target among all eligible starts [percent of eligible starts]; unknown; Failed, abandoned and unresolved attempts, reported separately [attempts]; unknown","A local checklist and sample-data import validator that highlights missing service, estimate, tax, and payment configuration for an operator to confirm.",Keep a first-job completion checklist and count corrections; do not infer legal or tax settings. A lower success-conditional time does not pass if completion or configuration accuracy deteriorates.,https://proworx.io/ | https://proworx.io/product.html | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
proworx-blackhawk-catalyst-technology-consulting-llc,ProWorx,IT / Technology,"ProWorx connects requests, estimates, scheduling, job work, payments, and reviews for owner-operators and small service teams. Its existing strength is a simple end-to-end operating workflow with onboarding support.",proworx-blackhawk-catalyst-technology-consulting-llc-h2,Which request fields still cause repeat clarification after the existing structured intake?,Clarification rounds before an estimate can be prepared,rounds/request,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",total clarification rounds / eligible estimate requests,,"Classify owner-approved, redacted request examples into missing-detail categories and suggest one targeted intake improvement per common category.","Never invent job measurements, scope, customer intent, or a price; compare estimate correction rate.",https://proworx.io/ | https://proworx.io/product.html | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
proworx-blackhawk-catalyst-technology-consulting-llc,ProWorx,IT / Technology,"ProWorx connects requests, estimates, scheduling, job work, payments, and reviews for owner-operators and small service teams. Its existing strength is a simple end-to-end operating workflow with onboarding support.",proworx-blackhawk-catalyst-technology-consulting-llc-h3,Can staff resolve invoice-to-payment mismatches with less manual searching?,Manual reconciliation effort per invoice with a mismatch,minutes/exception,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",total staff minutes on mismatch resolution / resolved mismatch invoices,,Compare exported invoice and payment records by existing IDs and produce an exception list with row references; draft follow-up text for owner review.,"No payment action or customer message is sent; preserve partial payments, refunds, and duplicates as distinct exceptions.",https://proworx.io/ | https://proworx.io/product.html | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
prsnt,PRSNT,Retail,PRSNT presents a focused direct-to-consumer brand with visible product information and subscription purchase paths.,prsnt-h1,"Could product facts diverge between labels, product pages, and support answers?",Conflicting factual product statements,statements per approved content audit,UNKNOWN,Compare current surfaces against an owner-approved label and fact sheet; record uncertain or unsupported statements.,,,A source-linked content comparison that flags differences and drafts neutral corrections for review.,"Do not generate health efficacy, dosage, safety, or regulatory claims; qualified owner review is required.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-prsnt | https://liveprsnt.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
prsnt,PRSNT,Retail,PRSNT presents a focused direct-to-consumer brand with visible product information and subscription purchase paths.,prsnt-h2,Could subscription support questions require repeated lookup of current terms?,Time to draft an accurate subscription-policy response,minutes per response,UNKNOWN,"Use fictional support cases and the current approved terms, recording errors and missing-policy abstentions.",,,A retrieval-only FAQ assistant that cites the exact applicable policy and prepares a staff-reviewed draft.,"No account access, cancellation, charge, refund, or automatic sending.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-prsnt | https://liveprsnt.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
prsnt,PRSNT,Retail,PRSNT presents a focused direct-to-consumer brand with visible product information and subscription purchase paths.,prsnt-h3,Could inventory decisions be difficult when subscription demand and one-time orders are recorded differently?,Unreconciled order units across sales channels,units per reporting period,UNKNOWN,"Compare authorized aggregate orders, subscription schedules, and inventory records for one fixed period.",,,A read-only unit reconciliation and scenario worksheet that labels assumptions and missing data.,"No automatic reorder, demand guarantee, or projected savings claim; owner approves operational decisions.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-prsnt | https://liveprsnt.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
ptln,PTLN,IT / Technology,The roster presents an integrated business workspace with an AI assistant.,ptln-h1,"Could shared customers, projects, or invoices be represented inconsistently across modules?",Unresolved cross-module entity conflicts,conflicts per fixed fixture set,UNKNOWN,Define synthetic records and owner-approved matching rules; inspect the current read-only joins and conflict handling.,,,A schema and entity reconciliation check that flags duplicates without merging records automatically.,Preserve source records and manual review; no assumption that consolidation reduces costs.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-ptln | https://patlan-os.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
ptln,PTLN,IT / Technology,The roster presents an integrated business workspace with an AI assistant.,ptln-h2,Could an AI assistant propose a business action without clearly showing its scope or required permission?,Proposed actions with incomplete previews or authorization context,actions per scenario set,UNKNOWN,"Use synthetic scenarios to review target, change, prerequisites, and abstention behavior against owner rules.",,,A read-only action preview and permission checklist evaluated before any future execution capability.,"No autonomous payment, message, account change, or other actuation; human controls remain authoritative.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-ptln | https://patlan-os.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
ptln,PTLN,IT / Technology,The roster presents an integrated business workspace with an AI assistant.,ptln-h3,Could importing data from existing tools omit fields or obscure reversible migration steps?,Import discrepancies or unreconstructible mappings,discrepancies per fixture import review,UNKNOWN,"Compare source and mapped synthetic records with an approved field map, including null and duplicate cases.",,,"A dry-run migration report that records field mappings, counts, exceptions, and rollback prerequisites.",No production migration or deletion; inspect output before any separately authorized import.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-ptln | https://patlan-os.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
public-speaking-presentation-pros-academy,Public Speaking & Presentation Pros & Academy,Professional Services,The roster describes an instruction-led public speaking and presentation training business.,public-speaking-presentation-pros-academy-h1,"Could participants' audience, occasion, and speaking constraints require repeated clarification before a lesson plan is prepared?",Clarification rounds before an approved coaching brief,rounds per brief,UNKNOWN,Review anonymized intake examples against the instructor's required brief fields.,,,A structured speaking brief and draft lesson outline using instructor-approved exercises.,"Instructor approves the plan; do not infer personality, disability, or psychological traits.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-public-speaking-presentation-pros-academy | https://www.linkedin.com/in/lizwoolpublicspeakingpresentations/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
public-speaking-presentation-pros-academy,Public Speaking & Presentation Pros & Academy,Professional Services,The roster describes an instruction-led public speaking and presentation training business.,public-speaking-presentation-pros-academy-h2,Could rehearsal feedback vary because the evaluation criteria are not explicit in each review?,Feedback items that cannot be linked to an approved rubric,items per rehearsal review,UNKNOWN,Have the instructor score consented or synthetic practice samples and audit feedback against the same rubric.,,,A transcript-based feedback draft citing exact passages and instructor-defined criteria.,Speaker consents to recording; instructor verifies feedback; no career or confidence outcome claim.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-public-speaking-presentation-pros-academy | https://www.linkedin.com/in/lizwoolpublicspeakingpresentations/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
public-speaking-presentation-pros-academy,Public Speaking & Presentation Pros & Academy,Professional Services,The roster describes an instruction-led public speaking and presentation training business.,public-speaking-presentation-pros-academy-h3,Could participants miss the appropriate practice resource after a session?,Assigned resources without a traceable delivery or acknowledgement record,resources per session sample,UNKNOWN,"Inspect an approved administrative sample for assigned resource, correct version, and recorded delivery status.",,,A lesson-to-resource checklist with opt-in follow-up drafts and current links.,No automatic sending or retention of sensitive rehearsal content.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-public-speaking-presentation-pros-academy | https://www.linkedin.com/in/lizwoolpublicspeakingpresentations/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
recovery-matters,Recovery Matters,Healthcare,"Recovery Matters publicly emphasizes continuity after discharge and describes paths for individuals, programs, and institutions.",recovery-matters-h1,Could an administrative transition checklist lack a clear consent record or receiving owner?,Administrative handoffs missing a required consent or owner field,handoffs per synthetic review set,UNKNOWN,Qualified staff define administrative requirements and score fictional transition packets.,,,A read-only checklist that surfaces missing documentation and routes a draft task to the appropriate staff role.,"No clinical triage, treatment recommendation, or inference of consent; use synthetic data initially.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-recovery-matters | https://recoverymatters.care/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
recovery-matters,Recovery Matters,Healthcare,"Recovery Matters publicly emphasizes continuity after discharge and describes paths for individuals, programs, and institutions.",recovery-matters-h2,Could planned follow-ups lack a documented completion or human acknowledgement?,Scheduled administrative follow-ups with unknown status,items per review period,UNKNOWN,"Use authorized aggregate or synthetic schedule events and retain missed, declined, and unknown statuses separately.",,,"A status reconciliation view that distinguishes planned, acknowledged, completed, declined, and unknown entries.",Clinicians or authorized staff determine any contact; no automated patient outreach or clinical escalation.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-recovery-matters | https://recoverymatters.care/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
recovery-matters,Recovery Matters,Healthcare,"Recovery Matters publicly emphasizes continuity after discharge and describes paths for individuals, programs, and institutions.",recovery-matters-h3,Could staff use different versions of approved support resources or administrative protocols?,Outdated resource references in a bounded document audit,references per audited set,UNKNOWN,The responsible professional names current approved versions; compare staff-facing links and templates.,,,"A permission-controlled resource index with version and source citations, abstaining when no approved resource exists.","No new medical guidance, diagnosis, or claims of recovery effectiveness.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-recovery-matters | https://recoverymatters.care/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
remedy-haus,Remedy Haus,Other,"Remedy Haus presents a connected service set spanning brand strategy, content production, community work, and reporting.",remedy-haus-h1,Could campaign briefs arrive with missing brand assets or unclear approval ownership?,Clarification exchanges before a brief is production-ready,exchanges per brief,UNKNOWN,Audit an owner-approved anonymized sample using the team's production-ready checklist.,,,An intake assistant that checks required assets and drafts an explicit approval map.,Creative lead verifies the brief; no invented brand facts or client endorsements.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-remedy-haus | https://www.remedy.haus/ | https://remedy.haus/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
remedy-haus,Remedy Haus,Other,"Remedy Haus presents a connected service set spanning brand strategy, content production, community work, and reporting.",remedy-haus-h2,Could health-related marketing copy contain claims whose approval or source is unclear?,Claims lacking an approved source and named reviewer,claims per content batch,UNKNOWN,"Compare a fixed content sample with client-approved claim guidance and source material, retaining disputed items.",,,A claim-to-source register that flags missing support and drafts neutral alternatives.,No medical efficacy or compliance certification; qualified client reviewers approve all health-related content.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-remedy-haus | https://www.remedy.haus/ | https://remedy.haus/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
remedy-haus,Remedy Haus,Other,"Remedy Haus presents a connected service set spanning brand strategy, content production, community work, and reporting.",remedy-haus-h3,Could reporting compare incompatible date windows or campaign naming conventions?,Reporting rows with unresolved period or identifier mismatches,rows per reporting cycle,UNKNOWN,Reconcile the same approved aggregate exports using fixed date windows and campaign definitions.,,,A deterministic report checker with an AI-written explanation that cites exact flagged rows.,"No causal attribution, revenue lift, or campaign changes inferred from correlations.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-remedy-haus | https://www.remedy.haus/ | https://remedy.haus/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
renuiam,Renuiam,Retail,The roster describes a digital wellness platform concept focused on service access.,renuiam-h1,"If a service catalog is being developed, could location, availability, and logistical requirements become inconsistent?",Catalog entries missing an owner-verified logistics field,entries per proposed catalog review,UNKNOWN,Define a synthetic catalog and required administrative fields before assuming a live service workflow exists.,,,A catalog completeness and freshness checker with draft questions for the service owner.,Do not imply services are live or clinically appropriate; no diagnosis or wellness-plan recommendation.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-renuiam | https://renuiam.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
renuiam,Renuiam,Retail,The roster describes a digital wellness platform concept focused on service access.,renuiam-h2,"If providers are listed, could the provenance and review date of administrative documents be difficult to track?",Provider records without a traceable document source or review date,records per synthetic audit set,UNKNOWN,Use fictional records and an owner-defined administrative checklist; mark verification status unknown without a receipt.,,,"A document-status register that links source, date, reviewer, and next administrative check.","This does not verify credentials, licensing, clinical quality, or regulatory compliance.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-renuiam | https://renuiam.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
renuiam,Renuiam,Retail,The roster describes a digital wellness platform concept focused on service access.,renuiam-h3,"If appointments are coordinated, could booking changes be hard to reconcile across participants?",Unresolved booking-status conflicts,conflicts per synthetic scheduling set,UNKNOWN,"Test fictional booking, cancellation, and reschedule events against explicit state-transition rules.",,,A read-only scheduling reconciliation report with staff-reviewed notification drafts.,"No booking changes, messages, or clinical prioritization; do not collect health histories for this test.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-renuiam | https://renuiam.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
scoreboardz-inc,Scoreboardz,Other,Scoreboardz describes an agency-facing view connecting advertising leads with downstream client funnel stages.,scoreboardz-inc-h1,Could one lead appear multiple times or fail to link across an ad source and the client funnel?,Unresolved duplicate or unmatched lead records,records per fixed reconciliation batch,UNKNOWN,Use synthetic or client-authorized deidentified exports with an agency-labeled matching reference.,,,A read-only identity reconciliation report that explains likely matches and keeps ambiguous pairs separate.,"No automatic merging, ad changes, or causal claims about campaign results.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-scoreboardz-inc | https://scoreboardz.ai/agencies,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
scoreboardz-inc,Scoreboardz,Other,Scoreboardz describes an agency-facing view connecting advertising leads with downstream client funnel stages.,scoreboardz-inc-h2,"Could booked, won, and collected amounts refer to different dates or definitions?",Stage totals that cannot be reconciled under explicit definitions,totals per client-period review,UNKNOWN,"Freeze one authorized reporting period, define each stage, and reconcile events without treating booked amounts as cash.",,,A deterministic stage and period audit with source-linked exceptions and unknown amounts retained.,"Do not infer revenue, cash collection, or value from missing evidence; human approves definitions.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-scoreboardz-inc | https://scoreboardz.ai/agencies,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
scoreboardz-inc,Scoreboardz,Other,Scoreboardz describes an agency-facing view connecting advertising leads with downstream client funnel stages.,scoreboardz-inc-h3,Could alerts prioritize apparent changes caused by incomplete data rather than an actionable workflow issue?,False or unverifiable alerts in a labeled review set,alerts per review period,UNKNOWN,"Agency reviewers label a frozen alert set with complete, late, and missing data scenarios and record missed issues too.",,,"A data-quality-aware alert explanation that shows source completeness, comparison window, and abstention reason.",No automatic campaign-budget or account action; no retention or profit improvement claim.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-scoreboardz-inc | https://scoreboardz.ai/agencies,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
smr-pet-services,SMR PET SERVICES,Other,"SMR combines pet care, matching and training around the needs of pets and their guardians.",smr-pet-services-h1,Could compatible visits be grouped to reduce travel without shortening care or breaking appointment windows?,Travel time per completed visit,minutes/visit,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,Compare the current visit sequence with owner-approved area groupings using anonymous visit IDs.,Keep every care commitment and animal-handling constraint; the owner approves any schedule change.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-smr-pet-services | https://www.smrpetservices.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
